ID,oneway,coords
494804141,yes,"[(-17.0193687, -54.7618025), (-17.0198673, -54.7619797)]"
494804142,yes,"[(-17.0198673, -54.7619797), (-17.0207961, -54.7622879), (-17.0227234, -54.7628262), (-17.0244426, -54.7632368), (-17.0266127, -54.763733)]"
494804143,yes,"[(-17.2136456, -54.7584444), (-17.2133932, -54.7584383)]"
494804144,yes,"[(-17.2099267, -54.7585429), (-17.2070225, -54.7588044), (-17.1998642, -54.7596747), (-17.1940245, -54.7604191), (-17.1922415, -54.760608), (-17.1903761, -54.7607799), (-17.1883601, -54.7608838), (-17.1877845, -54.7609024), (-17.1870571, -54.7609194), (-17.1840872, -54.7609288), (-17.1833082, -54.7608793), (-17.1831901, -54.7608743)]"
494804149,yes,"[(-17.3013829, -54.7630087), (-17.3018997, -54.7629538)]"
494804150,yes,"[(-17.3018997, -54.7629538), (-17.3063714, -54.76257), (-17.3165768, -54.7615054), (-17.3205669, -54.761169), (-17.3312474, -54.7601285), (-17.3357687, -54.759688), (-17.3391657, -54.7593571), (-17.3610308, -54.7572236), (-17.3615526, -54.7571849), (-17.3628378, -54.7570523), (-17.3641472, -54.7569263), (-17.3667668, -54.7566635), (-17.3681855, -54.7565561), (-17.3696577, -54.7565072), (-17.3716459, -54.7565594), (-17.3722147, -54.7566066), (-17.373129, -54.7566942), (-17.3750158, -54.7568483), (-17.3797605, -54.7572445), (-17.3808829, -54.757356), (-17.3842848, -54.7576377), (-17.3864093, -54.7578187), (-17.3908477, -54.7582197), (-17.3939333, -54.7584651), (-17.395318, -54.7585242)]"
494804151,yes,"[(-17.2513425, -54.7619869), (-17.2519683, -54.7620372)]"
494804152,yes,"[(-17.2519683, -54.7620372), (-17.2726957, -54.7642462), (-17.277073, -54.7647128), (-17.2782626, -54.7648119), (-17.2794792, -54.7648827), (-17.280255, -54.7649041), (-17.2805065, -54.764911), (-17.2819517, -54.7648864), (-17.2832598, -54.7647992), (-17.298855, -54.763267), (-17.3013829, -54.7630087)]"
494804154,yes,"[(-17.213374, -54.7585751), (-17.2136276, -54.7585671)]"
494804155,yes,"[(-17.2136276, -54.7585671), (-17.2166137, -54.7586086), (-17.2176538, -54.7586556)]"
495230956,yes,"[(-15.9691617, -54.949663), (-15.9691322, -54.9497927), (-15.9691556, -54.9502458), (-15.969202, -54.9506454), (-15.9694801, -54.9530113), (-15.9695388, -54.9535574), (-15.9695664, -54.9538036)]"
495230958,yes,"[(-16.4162283, -54.7069002), (-16.4146731, -54.708345), (-16.4146356, -54.7083797), (-16.4120237, -54.7107992), (-16.4082125, -54.7143295), (-16.4076665, -54.7147686), (-16.4072843, -54.7150044), (-16.4067852, -54.7152239), (-16.4061222, -54.7154516), (-16.4054514, -54.7156223), (-16.4047416, -54.7156955), (-16.4040786, -54.715663), (-16.4036496, -54.7156223), (-16.401333, -54.7152727), (-16.3993406, -54.7149336), (-16.3980161, -54.7147081), (-16.3960627, -54.7143756)]"
495230961,yes,"[(-16.2358232, -54.7820274), (-16.2446831, -54.7805975), (-16.2460239, -54.7803812), (-16.2470977, -54.7802051), (-16.2533086, -54.7792281), (-16.253562, -54.7791911), (-16.2561842, -54.7788085), (-16.2569541, -54.778625), (-16.257515, -54.7785105), (-16.2580569, -54.7783396), (-16.2586482, -54.7781589), (-16.2588656, -54.7780536), (-16.2597471, -54.7776266), (-16.2651333, -54.7749839), (-16.2660127, -54.7745524), (-16.2693529, -54.7729262), (-16.2697983, -54.772733), (-16.2702782, -54.7724621), (-16.2707885, -54.7722559), (-16.2718588, -54.7716804), (-16.274735, -54.7703327), (-16.2768519, -54.7692463), (-16.2785701, -54.7684082), (-16.2799805, -54.7677857), (-16.2805892, -54.7675543), (-16.2811382, -54.7673457), (-16.287403, -54.7650226), (-16.2929385, -54.7629063), (-16.2942009, -54.7624157), (-16.2943383, -54.7623723), (-16.2945196, -54.762302), (-16.2951569, -54.7620537), (-16.2964933, -54.7615557), (-16.2990184, -54.7606626), (-16.3013446, -54.7597526), (-16.3059777, -54.7580034), (-16.3076544, -54.7573673), (-16.3130277, -54.7553287), (-16.3144855, -54.7547788)]"
495230965,yes,"[(-16.3144855, -54.7547788), (-16.3250841, -54.7507797), (-16.3264539, -54.7502626), (-16.3304119, -54.7487505), (-16.3344574, -54.7472223), (-16.3366019, -54.7464249), (-16.3386598, -54.7456621)]"
495358999,yes,"[(-11.9598597, -55.5170302), (-11.9600555, -55.517049), (-11.9601821, -55.5170537), (-11.9602853, -55.5170518), (-11.9604303, -55.5170568), (-11.9608452, -55.5170343)]"
495359000,yes,"[(-11.9608571, -55.5168436), (-11.9606782, -55.5168321), (-11.9605372, -55.5168295), (-11.9603372, -55.5168265), (-11.9602453, -55.5168251), (-11.9598718, -55.5168383)]"
495359001,no,"[(-11.9585961, -55.5169443), (-11.9572697, -55.5169442), (-11.9558542, -55.5169417), (-11.9451674, -55.5168824), (-11.9444887, -55.5168097), (-11.94381, -55.5167045), (-11.9424819, -55.5164322), (-11.9414428, -55.5161532), (-11.9407316, -55.51596), (-11.9402266, -55.515829)]"
495593944,yes,"[(-12.5913226, -55.7415189), (-12.5894464, -55.7399579), (-12.5853593, -55.7365576), (-12.584383, -55.7357454), (-12.5826756, -55.7342963), (-12.5813803, -55.7332259), (-12.5801513, -55.732272), (-12.579171, -55.7315826), (-12.5786461, -55.7312205), (-12.5777783, -55.7306492), (-12.5770963, -55.730212), (-12.5752218, -55.7289742), (-12.5750403, -55.7288526), (-12.5744379, -55.728482)]"
495593945,yes,"[(-12.5984777, -55.747289), (-12.5981299, -55.7470778), (-12.5976909, -55.7468059), (-12.5974403, -55.7466245), (-12.5966352, -55.7459526), (-12.5947831, -55.7443958), (-12.5945515, -55.7442091), (-12.5942034, -55.7438511), (-12.5937924, -55.7433938), (-12.5936049, -55.7432246), (-12.5934416, -55.7430732), (-12.5929305, -55.7426367), (-12.5928409, -55.7425703), (-12.592802, -55.7425459), (-12.5926714, -55.742451), (-12.5926, -55.7423959), (-12.5920268, -55.7420406), (-12.5917539, -55.7418622), (-12.5913226, -55.7415189)]"
495777181,no,"[(-15.607442, -56.2032465), (-15.6067258, -56.203109), (-15.6064954, -56.2030849), (-15.6063725, -56.2030721), (-15.6060108, -56.2030761), (-15.6057822, -56.2031043), (-15.6055775, -56.2031405), (-15.6049323, -56.203339), (-15.6043807, -56.2035991), (-15.6037651, -56.2039543), (-15.6032906, -56.2042281)]"
495794716,yes,"[(-15.6408508, -56.1314142), (-15.6408418, -56.1315958), (-15.6410018, -56.132738), (-15.6411217, -56.1334084), (-15.6411908, -56.133794), (-15.6412528, -56.1340186), (-15.6413393, -56.1342385), (-15.6414329, -56.1344384), (-15.6415853, -56.1346804), (-15.6417907, -56.1349352), (-15.6420406, -56.135184), (-15.6423318, -56.1353919), (-15.6425959, -56.1355682), (-15.642696, -56.135648), (-15.6427842, -56.1357151)]"
495794718,yes,"[(-15.6411745, -56.1309154), (-15.6410563, -56.1310322), (-15.6410312, -56.131057), (-15.6408883, -56.131224), (-15.6408555, -56.1313288), (-15.6408508, -56.1314142)]"
495794731,yes,"[(-15.6489317, -56.146983), (-15.649, -56.1466505), (-15.6491759, -56.1460096), (-15.6492208, -56.1458458), (-15.6492389, -56.1455675), (-15.6492266, -56.1452973), (-15.6491679, -56.1450418), (-15.6490626, -56.1447776), (-15.6484176, -56.1435458), (-15.6482581, -56.143354), (-15.6481007, -56.1432311), (-15.647954, -56.1431408), (-15.6472844, -56.1427727), (-15.6471223, -56.1426506), (-15.6470125, -56.1425514), (-15.646853, -56.1423643), (-15.6466955, -56.142133), (-15.6463862, -56.1415657), (-15.6461802, -56.141158), (-15.6455153, -56.1398575), (-15.6454551, -56.1397317), (-15.645375, -56.1395185), (-15.6453348, -56.1394141), (-15.6448914, -56.1385717), (-15.6444367, -56.1376195), (-15.6442573, -56.137244), (-15.6441027, -56.1369202), (-15.6438647, -56.1364219), (-15.6437381, -56.1361872), (-15.6436863, -56.1361355), (-15.6436019, -56.1360638), (-15.6434527, -56.1359592), (-15.6433867, -56.1359005), (-15.6433578, -56.1358747), (-15.6432281, -56.1357593)]"
495985132,yes,"[(-14.5308878, -56.2293765), (-14.530584, -56.2291136), (-14.5304363, -56.2289716), (-14.5301776, -56.2287165), (-14.5296376, -56.2280837), (-14.5293351, -56.2276921), (-14.5290417, -56.2273689), (-14.5285958, -56.2269267), (-14.5283101, -56.2266438), (-14.5281869, -56.2265202)]"
495985133,yes,"[(-14.5325975, -56.2306143), (-14.5329702, -56.2307075), (-14.5331473, -56.2307518), (-14.5357119, -56.2313023), (-14.5395752, -56.2320936), (-14.541364, -56.2324704), (-14.5417795, -56.2325388), (-14.5421468, -56.2325656), (-14.5423623, -56.2325656), (-14.5429426, -56.2324972), (-14.543223, -56.2324275), (-14.5437942, -56.2321955), (-14.54412, -56.2320118), (-14.5449495, -56.2314512), (-14.5458114, -56.2308946), (-14.5475425, -56.2298372), (-14.5478015, -56.2296782), (-14.5480455, -56.2294918), (-14.5488101, -56.2289165), (-14.5497538, -56.2281722), (-14.5505625, -56.227621), (-14.5531639, -56.2258346), (-14.5558887, -56.2239044), (-14.5587846, -56.2218991)]"
495985135,yes,"[(-14.5586903, -56.2216981), (-14.5574362, -56.2225406), (-14.5518619, -56.2264489), (-14.5504264, -56.2274368), (-14.5488062, -56.2285638), (-14.5478586, -56.2292008), (-14.5473406, -56.2295321), (-14.5460062, -56.2304775), (-14.5442329, -56.2316684), (-14.5438591, -56.2318937), (-14.5435968, -56.2320319), (-14.5432035, -56.2321754), (-14.5427699, -56.2322773), (-14.5422585, -56.2323256), (-14.5418651, -56.2322907), (-14.5413744, -56.2322089), (-14.539387, -56.231797), (-14.5332518, -56.2305366), (-14.5327598, -56.2303944)]"
495985640,no,"[(-14.4323296, -56.116301), (-14.4317953, -56.1158724), (-14.431068, -56.1153789), (-14.4301952, -56.1150355), (-14.4257286, -56.114002), (-14.4029887, -56.1090248), (-14.4028045, -56.1089845), (-14.4013704, -56.1088986), (-14.4003521, -56.1090488), (-14.3992921, -56.1094995), (-14.3983776, -56.1101861), (-14.3981858, -56.1103477), (-14.3891977, -56.1179169), (-14.3773088, -56.1279903), (-14.3739246, -56.130849), (-14.3711328, -56.1332072), (-14.3696076, -56.1348742), (-14.3635382, -56.1421604), (-14.3586802, -56.1480083), (-14.3576794, -56.1491961), (-14.3568002, -56.1498731), (-14.3563013, -56.1501715), (-14.3556816, -56.1504404), (-14.3548998, -56.1506677), (-14.3541248, -56.150784), (-14.3532243, -56.1507322), (-14.3528259, -56.1506879), (-14.3521866, -56.1505497), (-14.3499155, -56.1499529), (-14.3144338, -56.1406517), (-14.3079298, -56.1389579), (-14.3073967, -56.1388911), (-14.3063457, -56.1389069), (-14.305388, -56.1390947), (-14.3045238, -56.1394367), (-14.3037831, -56.1398752), (-14.3027019, -56.140767), (-14.2994868, -56.1434948), (-14.2978857, -56.1448789), (-14.297067, -56.1455923), (-14.2966667, -56.1459169), (-14.2962726, -56.1462109), (-14.296004, -56.1463809), (-14.2957554, -56.1465247), (-14.2954087, -56.146692), (-14.295064, -56.1468224), (-14.2860932, -56.1501038), (-14.2849963, -56.1505276), (-14.2838838, -56.1509326), (-14.2816588, -56.1517453), (-14.2794546, -56.1525634), (-14.2783576, -56.1529604), (-14.2777858, -56.1531776), (-14.2772305, -56.1533723), (-14.2767876, -56.1534995), (-14.2762987, -56.1535861), (-14.275896, -56.1536336), (-14.2757115, -56.1536497), (-14.2755103, -56.1536599), (-14.2750096, -56.1536604), (-14.2744943, -56.1536142), (-14.2740141, -56.153537), (-14.273508, -56.1534161), (-14.2732083, -56.1533198), (-14.2729431, -56.1532205), (-14.2726832, -56.1531159), (-14.2724294, -56.1529996), (-14.269738, -56.1516005), (-14.2683967, -56.1509192), (-14.2672541, -56.1503213), (-14.267055, -56.1502171), (-14.2669172, -56.1501482), (-14.2667504, -56.1500649), (-14.2627974, -56.1480331), (-14.2588964, -56.1460043), (-14.2586563, -56.1458552), (-14.2583807, -56.1456701), (-14.258113, -56.1454663), (-14.2579086, -56.1452935), (-14.2576658, -56.145072), (-14.2573851, -56.144793), (-14.2570913, -56.144439), (-14.2566435, -56.1438298), (-14.2399333, -56.1210984), (-14.2388972, -56.1196886), (-14.2317191, -56.1099223), (-14.2278869, -56.1047235), (-14.2253938, -56.1013864), (-14.224386, -56.0999472), (-14.2242294, -56.099742), (-14.2227604, -56.0977498), (-14.2217778, -56.0964162), (-14.2215475, -56.0961036), (-14.2204698, -56.0946371), (-14.2200148, -56.0940772), (-14.2196612, -56.0937244), (-14.2189923, -56.093182), (-14.2166146, -56.0917845), (-14.2136089, -56.0900491), (-14.212093, -56.0891747), (-14.2102807, -56.0881354), (-14.2096359, -56.0877854), (-14.2088857, -56.0874997), (-14.2082734, -56.0873482), (-14.2078457, -56.0872825), (-14.2072983, -56.0872543), (-14.191321, -56.087662), (-14.1909992, -56.087669), (-14.1907756, -56.0876786), (-14.1765892, -56.0880203), (-14.1753825, -56.0881491), (-14.1742175, -56.088428), (-14.1728291, -56.088869), (-14.1571989, -56.0938353), (-14.1559297, -56.0943503), (-14.1471129, -56.0992427)]"
496176436,yes,"[(-13.821133, -56.0773914), (-13.8216782, -56.0776324)]"
496176438,yes,"[(-13.8216782, -56.0776324), (-13.8237869, -56.0784977), (-13.8241533, -56.078648), (-13.8246495, -56.0789369), (-13.8254509, -56.0793131), (-13.8256214, -56.0793832), (-13.8259378, -56.0794786), (-13.8262651, -56.0795574), (-13.8266478, -56.0796643), (-13.8292298, -56.0807138), (-13.8310219, -56.0814334), (-13.8312128, -56.0815101), (-13.8326213, -56.0820674), (-13.8332747, -56.0823065), (-13.8338363, -56.082473), (-13.8348801, -56.0826555), (-13.8352893, -56.082726), (-13.8367563, -56.0829105), (-13.8374638, -56.0830285), (-13.8387216, -56.0831842), (-13.8413109, -56.0834786), (-13.8434966, -56.0837561), (-13.8445532, -56.0838943), (-13.8465433, -56.0841542), (-13.8478663, -56.0843434), (-13.8487595, -56.0844319), (-13.8491814, -56.0844883), (-13.8496371, -56.0845385), (-13.8502889, -56.0846224), (-13.8512042, -56.0847565), (-13.8571409, -56.0854944), (-13.8572043, -56.0855068), (-13.8573032, -56.0855323), (-13.8574512, -56.0855799), (-13.8577368, -56.0856758), (-13.8578852, -56.085716), (-13.8580272, -56.0857375), (-13.8581834, -56.0857567), (-13.8582361, -56.0857647), (-13.8585693, -56.0857811), (-13.8589295, -56.085775), (-13.8591938, -56.0857804), (-13.8594757, -56.0857931), (-13.859823, -56.0858297), (-13.8599454, -56.0858459), (-13.860123, -56.0858785), (-13.8602615, -56.0859185), (-13.8603383, -56.0859454), (-13.8604607, -56.0859843), (-13.8605675, -56.0860151), (-13.8607032, -56.0860411), (-13.8608774, -56.0860795), (-13.8610466, -56.0860983), (-13.8612741, -56.0861316)]"
496177998,yes,"[(-13.2690347, -56.0240826), (-13.2665085, -56.0229591), (-13.2660972, -56.0227762)]"
496177999,no,"[(-13.2690347, -56.0240826), (-13.2698713, -56.0244911), (-13.287417, -56.032166), (-13.3010617, -56.0381349), (-13.3047852, -56.0397911), (-13.3050031, -56.0398863), (-13.3068376, -56.0406882), (-13.3074099, -56.0409384), (-13.30761, -56.0410244), (-13.308289, -56.0413476), (-13.3086191, -56.0415092), (-13.3090515, -56.0416928), (-13.3098765, -56.0420449), (-13.3099967, -56.042098), (-13.3102505, -56.0422032), (-13.311538, -56.0427638), (-13.3160964, -56.0447653), (-13.3216135, -56.047176), (-13.3337128, -56.052462), (-13.3391782, -56.0548511), (-13.350473, -56.0598508), (-13.3567826, -56.0626115), (-13.3575505, -56.0629468), (-13.3584475, -56.0633927), (-13.3592976, -56.0639285), (-13.3603147, -56.0647995), (-13.3636213, -56.068226), (-13.3675275, -56.0723735), (-13.3706737, -56.0757031), (-13.3759422, -56.0812788), (-13.3759987, -56.0813386), (-13.3830258, -56.0887796), (-13.3834297, -56.089136), (-13.3841684, -56.0897149), (-13.3850191, -56.0902349), (-13.3856318, -56.0905217), (-13.3860942, -56.0906901), (-13.3868718, -56.0909315), (-13.3876028, -56.0911197), (-13.3884165, -56.0912105), (-13.3898255, -56.0912211), (-13.3908118, -56.0910709), (-13.3917146, -56.0908134), (-13.3952267, -56.0895359), (-13.4109256, -56.0835914), (-13.411697, -56.0833013), (-13.4126664, -56.0829264), (-13.4147198, -56.0821152), (-13.4161912, -56.0815573), (-13.417741, -56.0809511), (-13.4184872, -56.0806668), (-13.4190985, -56.0804362), (-13.4193506, -56.0803421), (-13.4200473, -56.0800928), (-13.4203134, -56.080015), (-13.4205117, -56.0799694), (-13.420715, -56.0799371), (-13.4209266, -56.0799104), (-13.4211666, -56.0798889), (-13.4214144, -56.0798728), (-13.4216882, -56.07987), (-13.422098, -56.0798889), (-13.4223276, -56.0799077), (-13.4225935, -56.0799425), (-13.4228807, -56.0799855), (-13.4232407, -56.0800338), (-13.4237886, -56.0801142), (-13.424446, -56.0802162), (-13.4251322, -56.0803154), (-13.4258861, -56.0804254), (-13.4267184, -56.0805461), (-13.4274202, -56.0806507), (-13.4278324, -56.0807097), (-13.4281872, -56.0807633), (-13.428829, -56.0808492), (-13.4294134, -56.0809431), (-13.4294734, -56.0809538), (-13.4302795, -56.0810638), (-13.4307543, -56.0811281), (-13.4311509, -56.0811898), (-13.4318761, -56.0812944), (-13.4325335, -56.0813963), (-13.4334049, -56.0815197), (-13.4342136, -56.0816431), (-13.4349389, -56.081745), (-13.435565, -56.0818443), (-13.436332, -56.0819596), (-13.4370285, -56.0820615), (-13.4382833, -56.0822332), (-13.4393555, -56.0823968), (-13.4403286, -56.082539), (-13.4413982, -56.0827026), (-13.4422539, -56.0828286), (-13.4430521, -56.0829467), (-13.4440956, -56.0830915), (-13.4449434, -56.0832283), (-13.4459426, -56.0833705), (-13.4464434, -56.0834509), (-13.4468843, -56.083518), (-13.4475287, -56.0836011), (-13.4477817, -56.0836253), (-13.4481182, -56.0836414), (-13.4483399, -56.0836521), (-13.4485173, -56.0836467), (-13.4487991, -56.0836279), (-13.4490808, -56.0835984), (-13.4493965, -56.0835502), (-13.4496521, -56.0835019), (-13.4499182, -56.0834295), (-13.4501243, -56.0833812), (-13.4504738, -56.0832658), (-13.4507321, -56.0831746), (-13.4509956, -56.0830593), (-13.4513086, -56.0829011), (-13.4514781, -56.0828179), (-13.4516973, -56.0826892), (-13.4520207, -56.0824746), (-13.4523703, -56.0822225), (-13.4527772, -56.0819221), (-13.4534111, -56.0814661), (-13.4544728, -56.0806882), (-13.4554432, -56.0799855), (-13.4565493, -56.0791701), (-13.4570449, -56.0788), (-13.4575144, -56.0784674), (-13.4588448, -56.0775071), (-13.4595178, -56.077019), (-13.4601334, -56.0765818), (-13.4609629, -56.0759783), (-13.4617298, -56.0754204), (-13.4620689, -56.0751683), (-13.4623637, -56.0749564), (-13.470525, -56.0690042), (-13.473044, -56.0671887), (-13.486827, -56.0571693), (-13.4941567, -56.0518411), (-13.498974, -56.0483784), (-13.5053745, -56.0437048), (-13.5109801, -56.0396115), (-13.5166302, -56.0354796), (-13.5279638, -56.0271914), (-13.5292364, -56.0265048), (-13.5303629, -56.0261829), (-13.5307235, -56.0261125), (-13.5313108, -56.0260489), (-13.5323453, -56.0260889), (-13.5443193, -56.0270627), (-13.5454681, -56.0271581), (-13.5639136, -56.0286909), (-13.6432773, -56.0352168), (-13.6543509, -56.0361327), (-13.6764483, -56.0379955), (-13.6773578, -56.0380881), (-13.6978316, -56.039816), (-13.7044561, -56.0403665), (-13.7056027, -56.0406025), (-13.7065824, -56.0408814), (-13.7083518, -56.0413705), (-13.7106623, -56.0420092), (-13.7252601, -56.0460446), (-13.7371754, -56.0493387), (-13.7422927, -56.050752), (-13.7453099, -56.0515767), (-13.7468897, -56.0520086), (-13.7483241, -56.052418), (-13.7522375, -56.0534531), (-13.7528732, -56.0535201), (-13.7536493, -56.0535415), (-13.7545905, -56.053445), (-13.7577064, -56.0531416)]"
496178000,yes,"[(-13.2618013, -56.02091), (-13.2627555, -56.0214897), (-13.2633201, -56.0217429), (-13.2658425, -56.0228606), (-13.2658601, -56.0228684)]"
496396028,yes,"[(-14.8186629, -56.4274192), (-14.8183648, -56.4270181), (-14.8171291, -56.4253528), (-14.8145693, -56.4218371), (-14.8098535, -56.4154176), (-14.8092719, -56.4146179), (-14.8091406, -56.4144373), (-14.8082782, -56.4132513), (-14.8078275, -56.4126903), (-14.8073522, -56.41222), (-14.8063281, -56.411322), (-14.8052218, -56.4105091), (-14.8024309, -56.4086279), (-14.8018613, -56.4082849), (-14.7945573, -56.4033525), (-14.7936576, -56.402472), (-14.7928109, -56.4013522), (-14.7917999, -56.399751), (-14.7861716, -56.3887903), (-14.7858492, -56.3881422), (-14.7844395, -56.3853989), (-14.7839077, -56.3841887), (-14.7836395, -56.3833588), (-14.783376, -56.3822989), (-14.7806903, -56.3704632), (-14.7802372, -56.3688915), (-14.7799391, -56.3680597), (-14.7795316, -56.3672845), (-14.7788259, -56.3662155), (-14.7733301, -56.3595203), (-14.7729469, -56.3590201), (-14.7706297, -56.3562432), (-14.757429, -56.3402571), (-14.7560284, -56.3385576), (-14.7553456, -56.3375105), (-14.7550854, -56.337201)]"
496396029,yes,"[(-14.823245, -56.4310089), (-14.822847, -56.430911), (-14.8225008, -56.4308131), (-14.8219083, -56.4305797), (-14.8212757, -56.4302444), (-14.8210112, -56.4300688), (-14.820525, -56.4296973), (-14.8201438, -56.4293271), (-14.8198456, -56.4289936)]"
496396035,yes,"[(-14.8232956, -56.4311001), (-14.8233241, -56.4311081), (-14.8237869, -56.4311551), (-14.824994, -56.4312154), (-14.8272369, -56.4312846), (-14.8286459, -56.43133), (-14.8292956, -56.4314125), (-14.829656, -56.431489), (-14.8302536, -56.4316861), (-14.8307133, -56.4318886), (-14.8327933, -56.4328247)]"
496396041,yes,"[(-14.7282112, -56.318837), (-14.7285647, -56.3188637)]"
496396042,yes,"[(-14.7285647, -56.3188637), (-14.7298258, -56.3189596), (-14.73104, -56.3190645), (-14.7330035, -56.3192466), (-14.7350605, -56.3193432), (-14.7377271, -56.3195282), (-14.7383367, -56.3196033), (-14.7389307, -56.3197213), (-14.739478, -56.3198957), (-14.7397322, -56.320003), (-14.7403626, -56.3203409), (-14.7409894, -56.3207866), (-14.7412829, -56.3210434), (-14.7416939, -56.3215057), (-14.7431753, -56.3233691), (-14.7437849, -56.3242003), (-14.7440785, -56.3246393), (-14.7443973, -56.3250217), (-14.7447282, -56.3254054), (-14.7448417, -56.32555), (-14.7451353, -56.3258722), (-14.7464811, -56.3272779), (-14.7489966, -56.3303227), (-14.7522513, -56.3342979), (-14.7523286, -56.3343923), (-14.7530475, -56.3352962), (-14.7537261, -56.3363484), (-14.7539966, -56.3366538), (-14.7546583, -56.3374583), (-14.7551071, -56.3380085), (-14.7554675, -56.3383825), (-14.7560135, -56.3388771), (-14.7563565, -56.3392698), (-14.7582085, -56.3416086), (-14.7642051, -56.3488131), (-14.7665238, -56.3516079), (-14.7688684, -56.3544779), (-14.7706891, -56.3566505), (-14.771462, -56.3576214), (-14.7726143, -56.3592303), (-14.7730003, -56.3597157), (-14.77321, -56.3599871), (-14.7738429, -56.3606684), (-14.7745846, -56.3613819), (-14.7750514, -56.3619076), (-14.7784749, -56.3660865), (-14.7789832, -56.3668214), (-14.7792944, -56.3673525), (-14.7794915, -56.3677441), (-14.7799998, -56.3689296), (-14.7802229, -56.3696538), (-14.7806067, -56.3710432), (-14.7831327, -56.3824211), (-14.783335, -56.3832526), (-14.7835062, -56.3837783), (-14.7838226, -56.3846259), (-14.7854668, -56.3881396), (-14.785608, -56.3883936), (-14.7858789, -56.3889327), (-14.7866753, -56.3903068), (-14.7873184, -56.3914816), (-14.7892479, -56.3952796), (-14.7920079, -56.4006456), (-14.7925447, -56.4014986), (-14.7931141, -56.4022263), (-14.7938744, -56.4030366), (-14.7943153, -56.4034497), (-14.7950569, -56.4040022), (-14.8000567, -56.407371), (-14.8013903, -56.4083716), (-14.8016416, -56.4085657), (-14.8021807, -56.4089539), (-14.8023024, -56.4090501), (-14.8027433, -56.4093076), (-14.8039776, -56.4099835), (-14.8047037, -56.4104234), (-14.8058188, -56.4112066), (-14.8065449, -56.4117484), (-14.8073643, -56.4124565), (-14.8075323, -56.4126444), (-14.8079607, -56.4131995), (-14.8086297, -56.4140658), (-14.8100596, -56.4160141), (-14.814319, -56.4219033), (-14.8150099, -56.4227716), (-14.8153499, -56.4231731), (-14.8165062, -56.4246741), (-14.8170164, -56.4253738), (-14.8179125, -56.4265695), (-14.8182347, -56.4269993), (-14.8185714, -56.4274485), (-14.8185924, -56.4274764)]"
496396044,yes,"[(-14.7210157, -56.3194375), (-14.7197813, -56.3199413), (-14.719042, -56.3203087), (-14.7184375, -56.3206333), (-14.7173112, -56.3213624)]"
496396045,yes,"[(-14.6829179, -56.3011256), (-14.6784625, -56.3001392), (-14.678133, -56.30005), (-14.6778683, -56.299993), (-14.6739607, -56.2991327), (-14.6735144, -56.2990737), (-14.6731051, -56.2990918), (-14.6726141, -56.2991622), (-14.672147, -56.2992829), (-14.6717344, -56.2994438), (-14.6714049, -56.2996276), (-14.6710689, -56.2998555), (-14.6703385, -56.3004148), (-14.670053, -56.3005891), (-14.6697079, -56.3007394), (-14.6691539, -56.3009003), (-14.6688426, -56.3009647), (-14.6684819, -56.3009968), (-14.6681394, -56.3009834), (-14.6678098, -56.3009298), (-14.666999, -56.3006964), (-14.6611307, -56.2987666), (-14.660617, -56.2985681), (-14.660159, -56.2983374), (-14.6592767, -56.2978144), (-14.6588252, -56.2974483), (-14.6583671, -56.2970392), (-14.6557584, -56.2945441), (-14.6553655, -56.2941679), (-14.6483104, -56.2873464), (-14.6475682, -56.286588), (-14.647057, -56.2859899), (-14.6435952, -56.2816554), (-14.6425779, -56.2805182), (-14.6410193, -56.2788878), (-14.6407901, -56.2786645), (-14.6406804, -56.2785577), (-14.6405237, -56.2784015), (-14.6398829, -56.2777877), (-14.6388128, -56.2769543), (-14.6384196, -56.2767035), (-14.6375959, -56.2762365), (-14.6371696, -56.2760603), (-14.6368076, -56.2759142), (-14.6359356, -56.2755588), (-14.6344577, -56.2747702), (-14.6335623, -56.2742043), (-14.6331601, -56.2738341), (-14.6328616, -56.2734506), (-14.6324434, -56.2727886)]"
496396048,yes,"[(-14.7211238, -56.3196489), (-14.7220253, -56.3192681), (-14.7229618, -56.3188818), (-14.7233509, -56.3187423), (-14.723561, -56.3186833), (-14.7239553, -56.3186163), (-14.7241654, -56.3185975), (-14.724814, -56.3186002), (-14.7251953, -56.3186297), (-14.7257997, -56.318678), (-14.7271312, -56.3187562), (-14.7282112, -56.318837)]"
496396049,yes,"[(-14.7173882, -56.3215949), (-14.7176411, -56.3214152), (-14.7180315, -56.3211536), (-14.7187021, -56.3207527), (-14.7195479, -56.320298), (-14.7202742, -56.3199614), (-14.7211238, -56.3196489)]"
496404671,yes,"[(-14.6324434, -56.2727886), (-14.6319676, -56.2721188)]"
