ID,oneway,coords
175357383,yes,"[(-15.6075892, -56.0812106), (-15.6078064, -56.080965), (-15.6083203, -56.0803838), (-15.6085761, -56.0800847), (-15.6089145, -56.0796972), (-15.6095263, -56.0789633), (-15.6095527, -56.0789307), (-15.6096036, -56.0788744), (-15.6101854, -56.0782085), (-15.6105446, -56.077778), (-15.6105723, -56.0777448)]"
175357391,yes,"[(-15.6146384, -56.0727647), (-15.6145682, -56.0728357), (-15.613629, -56.0739861), (-15.6123183, -56.0754776)]"
175357392,yes,"[(-15.6066024, -56.0796556), (-15.6076693, -56.0806328)]"
175357746,yes,"[(-15.5867755, -56.0858172), (-15.5866621, -56.0859829), (-15.586436, -56.0862994), (-15.5861893, -56.0865998), (-15.5859144, -56.0869052), (-15.5858707, -56.0869538), (-15.5853925, -56.0874851), (-15.5853006, -56.0875915), (-15.5847822, -56.0881457), (-15.5847114, -56.0882214), (-15.5846922, -56.0882419), (-15.5843252, -56.0886343), (-15.5842684, -56.0886987), (-15.5837999, -56.0892169), (-15.5837, -56.0893183), (-15.5834644, -56.0895768), (-15.5833822, -56.0896669)]"
175357747,yes,"[(-15.5872659, -56.0852468), (-15.5873813, -56.0850521), (-15.5876025, -56.0847103), (-15.5878371, -56.0843936), (-15.5882829, -56.0838805)]"
180523426,yes,"[(-15.6341437, -56.0471431), (-15.6338911, -56.0475265), (-15.6338646, -56.0475667), (-15.633822, -56.0476499), (-15.6337369, -56.0477839), (-15.6334718, -56.0482016), (-15.6333117, -56.0484411), (-15.6323972, -56.0497753), (-15.6317024, -56.050781), (-15.6316004, -56.0509239), (-15.6315411, -56.0510191), (-15.6315212, -56.051051), (-15.6313382, -56.0513448), (-15.6311486, -56.051649), (-15.6309844, -56.0519127), (-15.6308027, -56.0521474), (-15.6302913, -56.0528709), (-15.6301572, -56.0530706), (-15.6300496, -56.053252), (-15.6297809, -56.0536137), (-15.6296084, -56.0538122), (-15.6295799, -56.053845), (-15.629467, -56.053978), (-15.629402, -56.0540545), (-15.6291863, -56.0544058), (-15.6290663, -56.0545845), (-15.6289839, -56.0547158), (-15.6289008, -56.0548481), (-15.6285527, -56.0554226), (-15.628423, -56.0556534), (-15.6283606, -56.0557437), (-15.627609, -56.0568399), (-15.6274597, -56.0570576), (-15.6271771, -56.0574767), (-15.62714, -56.057531), (-15.6265663, -56.0583541), (-15.6263303, -56.0586721), (-15.6258091, -56.0593694), (-15.6257407, -56.0594609), (-15.6256403, -56.0595855)]"
180523427,yes,"[(-15.6359565, -56.0443124), (-15.6341437, -56.0471431)]"
180523428,yes,"[(-15.634252, -56.047229), (-15.6360899, -56.0444273)]"
180523429,yes,"[(-15.6360899, -56.0444273), (-15.63638, -56.0439669), (-15.6365462, -56.0437087), (-15.6366297, -56.0435792), (-15.6367143, -56.0434478), (-15.636893, -56.0432304), (-15.6375114, -56.042283), (-15.6378434, -56.0417757), (-15.6380769, -56.0414211), (-15.6383765, -56.0410024), (-15.6385749, -56.0407446), (-15.6387974, -56.0404555), (-15.6394692, -56.0394911), (-15.6395292, -56.0393649), (-15.6397618, -56.0388753), (-15.6399659, -56.0384193), (-15.6400898, -56.0380344), (-15.6402513, -56.0374631), (-15.6403262, -56.036924), (-15.6403559, -56.0364465), (-15.6403236, -56.0357465), (-15.6403223, -56.0354555), (-15.6403275, -56.034911), (-15.6403236, -56.0347205), (-15.6403107, -56.0342753), (-15.6402912, -56.0340605), (-15.6402306, -56.0336262), (-15.640186, -56.0333191), (-15.6401629, -56.0330814), (-15.6401397, -56.0328424), (-15.6401136, -56.0326474), (-15.6400861, -56.0324414), (-15.6400561, -56.0320757), (-15.6400517, -56.0320221), (-15.6400035, -56.0314353), (-15.639811, -56.0290916), (-15.639806, -56.0290304), (-15.6397732, -56.0286307), (-15.6397148, -56.0279202)]"
180523430,yes,"[(-15.6354245, -56.0455472), (-15.6356575, -56.0452057), (-15.6361943, -56.0444082), (-15.6363099, -56.0441749), (-15.63638, -56.0439669)]"
180523431,yes,"[(-15.6361961, -56.0439494), (-15.6359908, -56.0441202), (-15.6356544, -56.0446251), (-15.6352506, -56.0452313), (-15.6350876, -56.0454693)]"
180523433,yes,"[(-15.6406, -56.0221007), (-15.6403094, -56.0229228), (-15.6399077, -56.0239126), (-15.6394983, -56.0249734), (-15.6394493, -56.0250847), (-15.639417, -56.0251508)]"
187076594,no,"[(-14.1471129, -56.0992427), (-14.1460804, -56.0997979)]"
187076595,yes,"[(-13.8110781, -56.0733386), (-13.8115768, -56.0735472), (-13.8127385, -56.0740282), (-13.8133006, -56.0742689), (-13.8140667, -56.0745773), (-13.8146239, -56.0748249), (-13.8150406, -56.0750502), (-13.815306, -56.0751774), (-13.815796, -56.0754124), (-13.815908, -56.0754526), (-13.8164497, -56.075592), (-13.8169889, -56.0757449), (-13.817668, -56.076024), (-13.8187882, -56.0764505), (-13.821133, -56.0773914)]"
196852246,yes,"[(-15.6453808, -56.0111573), (-15.6455049, -56.0108338), (-15.6456896, -56.010409), (-15.6458341, -56.0100737), (-15.6458805, -56.0100061), (-15.6458998, -56.0099428), (-15.6459842, -56.0096669), (-15.6460537, -56.0094394), (-15.6463184, -56.0086387), (-15.6472521, -56.0063677), (-15.6483872, -56.0036069)]"
196852247,yes,"[(-15.6451532, -56.0110246), (-15.645054, -56.0112923), (-15.6449718, -56.011514), (-15.6447486, -56.012235), (-15.6440985, -56.013806), (-15.6437498, -56.0147135), (-15.6433753, -56.0156656), (-15.6433495, -56.0157311), (-15.6432957, -56.0158678), (-15.6432037, -56.0161018), (-15.6422927, -56.0184084), (-15.6419924, -56.0191552), (-15.6419182, -56.0193186), (-15.6417858, -56.0195367), (-15.6416712, -56.0197196), (-15.641534, -56.019942), (-15.6414873, -56.0200197), (-15.6414044, -56.0202231), (-15.6409992, -56.0212171), (-15.6407635, -56.021811)]"
206290737,yes,"[(-15.6396946, -56.0292435), (-15.6397437, -56.0298818), (-15.6398005, -56.0305162), (-15.6398148, -56.0306945), (-15.6398302, -56.0308993), (-15.6398453, -56.0311013), (-15.6399085, -56.0318299), (-15.6399278, -56.0320638), (-15.6399387, -56.0322958), (-15.6399426, -56.0324541), (-15.63994, -56.0329168), (-15.63995, -56.0331712), (-15.6399588, -56.0333586), (-15.6399677, -56.0334667), (-15.6400366, -56.0343031), (-15.6400653, -56.0346749), (-15.6401238, -56.035079), (-15.6401699, -56.0353971), (-15.6402416, -56.0358994), (-15.6402558, -56.0364492), (-15.6402112, -56.037046), (-15.6400859, -56.0376709), (-15.6399723, -56.0380733), (-15.6398341, -56.0384582), (-15.6396856, -56.0387988), (-15.6395216, -56.0390858), (-15.6394109, -56.0392901), (-15.6392438, -56.0395982), (-15.6388435, -56.0401704), (-15.6385434, -56.040599), (-15.6379298, -56.0414752), (-15.6377748, -56.0416966), (-15.6376897, -56.0418181), (-15.6373732, -56.0422701), (-15.6372171, -56.042493), (-15.6367204, -56.0432529), (-15.6365687, -56.0434753), (-15.6361961, -56.0439494), (-15.6359565, -56.0443124)]"
206290738,yes,"[(-15.6201618, -56.1201006), (-15.6201284, -56.1200906)]"
206290739,yes,"[(-15.6196593, -56.1205477), (-15.6197614, -56.1206934), (-15.6198531, -56.1207604), (-15.6199642, -56.1207926)]"
206290740,yes,"[(-15.8200913, -55.4101346), (-15.8200029, -55.410256), (-15.8199455, -55.4103606), (-15.8199222, -55.4104652), (-15.8199474, -55.4105611), (-15.8200016, -55.4106543), (-15.8200853, -55.4107479)]"
206290744,yes,"[(-15.8200853, -55.4107479), (-15.8202689, -55.4108776), (-15.8204857, -55.4110543), (-15.8208667, -55.4114342), (-15.8210422, -55.4116635), (-15.8212113, -55.411976), (-15.8214577, -55.4125245)]"
206290781,yes,"[(-15.1720397, -56.5247154), (-15.1723988, -56.5247311), (-15.1727099, -56.5247854), (-15.1730511, -56.524866), (-15.1732606, -56.5249104), (-15.1734352, -56.5249334), (-15.1737256, -56.5249531), (-15.1738116, -56.5249663), (-15.1740875, -56.5249745), (-15.1744303, -56.5249827), (-15.1746832, -56.5249451), (-15.1748843, -56.5249202), (-15.1752588, -56.5248495), (-15.1756683, -56.5247525), (-15.1760207, -56.5246423), (-15.176454, -56.524468), (-15.1768681, -56.5242764), (-15.1772555, -56.5240026), (-15.1777615, -56.5236816), (-15.1778649, -56.5236216), (-15.1786094, -56.5231253), (-15.1787347, -56.5230345), (-15.1804751, -56.5217941), (-15.1806041, -56.521699)]"
207242149,yes,"[(-15.6381409, -56.12006), (-15.6380868, -56.1200691), (-15.6380274, -56.1200785), (-15.6379744, -56.1200792), (-15.6379276, -56.1200821), (-15.6378808, -56.120079), (-15.6378312, -56.1200686), (-15.6377415, -56.120044), (-15.6375012, -56.1199285), (-15.6370622, -56.119709), (-15.6367941, -56.1195704), (-15.6364685, -56.119411), (-15.6362807, -56.1193147), (-15.6361538, -56.1192497), (-15.6361244, -56.1192325), (-15.6330512, -56.1174362), (-15.6305801, -56.115966), (-15.6303207, -56.1158144), (-15.6299229, -56.1155984), (-15.629574, -56.1153259), (-15.6292187, -56.115033), (-15.6289323, -56.1147814), (-15.6281459, -56.1140175), (-15.6277807, -56.1136629), (-15.6274268, -56.1133193), (-15.627071, -56.1129351), (-15.6265961, -56.1124502)]"
207242153,yes,"[(-15.6284098, -56.1116258), (-15.628325, -56.1116631), (-15.628263, -56.1116885), (-15.6281972, -56.1117107), (-15.6281339, -56.1117234), (-15.6280698, -56.1117277), (-15.6279535, -56.1117263)]"
219105190,yes,"[(-17.3013719, -54.7628414), (-17.2990464, -54.7630617), (-17.2844775, -54.7644919), (-17.2814076, -54.7647233), (-17.2801239, -54.7647273), (-17.279323, -54.7646928), (-17.2783443, -54.7646216), (-17.277291, -54.7645128), (-17.2727343, -54.7640321), (-17.2692347, -54.7636629), (-17.2519291, -54.7618635)]"
219105191,yes,"[(-17.3018382, -54.7627987), (-17.3013719, -54.7628414)]"
225052314,yes,"[(-13.0781413, -55.9358067), (-13.0783372, -55.9360709), (-13.0784672, -55.9362479), (-13.0786194, -55.9364498), (-13.0788506, -55.9367495), (-13.0789838, -55.9369135), (-13.0791079, -55.9370727), (-13.0791856, -55.9371544), (-13.0792813, -55.9372533), (-13.0795109, -55.9375027), (-13.0796736, -55.9376756), (-13.0800009, -55.9380075), (-13.0804561, -55.9384293), (-13.0806566, -55.9385821), (-13.0808181, -55.9386963), (-13.0815436, -55.939238)]"
225052320,yes,"[(-13.0678508, -55.9253247), (-13.0679448, -55.9254609), (-13.0681246, -55.9257148), (-13.0683419, -55.9260263), (-13.0685648, -55.9263321), (-13.0687465, -55.926536), (-13.0689282, -55.9267398), (-13.069172, -55.9270179)]"
233279520,yes,"[(-17.0266127, -54.763733), (-17.0282173, -54.7639915), (-17.0284528, -54.7640294), (-17.0298698, -54.7641917), (-17.030861, -54.7642708), (-17.0325882, -54.7643445), (-17.0346322, -54.7643352), (-17.0351233, -54.764305), (-17.0357273, -54.7642678), (-17.0372147, -54.7641927), (-17.0382302, -54.7640425), (-17.0559294, -54.7608885), (-17.0574257, -54.7606257), (-17.0588424, -54.7604071), (-17.0610284, -54.7600872), (-17.0622245, -54.7599404), (-17.064131, -54.7597325), (-17.0656605, -54.7595917), (-17.0675771, -54.7594522), (-17.0702733, -54.7593218), (-17.0708169, -54.7592896), (-17.0727758, -54.7592467), (-17.0738539, -54.7592376), (-17.0758872, -54.7592725), (-17.0769794, -54.7592966), (-17.0774768, -54.7593127), (-17.0782883, -54.7593288), (-17.0823188, -54.7595689), (-17.0844122, -54.7597204), (-17.0912407, -54.760216), (-17.0924894, -54.7603065), (-17.0950127, -54.7604721), (-17.0969054, -54.7605908), (-17.0979462, -54.7606391), (-17.1004945, -54.7607209), (-17.1030658, -54.7607812), (-17.1040912, -54.7607812), (-17.1054371, -54.7607785), (-17.1083237, -54.7607289), (-17.1096439, -54.7606874), (-17.1108178, -54.760627), (-17.1139332, -54.7604734), (-17.119905, -54.7599758)]"
246250757,yes,"[(-15.5787304, -56.0945057), (-15.5788426, -56.0941994), (-15.5791373, -56.0933952), (-15.5791583, -56.0933467), (-15.5794305, -56.0927166), (-15.5796179, -56.0924189), (-15.5798103, -56.092211), (-15.5800028, -56.0920367), (-15.5803141, -56.0918382), (-15.5812365, -56.0914184), (-15.5813993, -56.0913447), (-15.5820135, -56.0910261), (-15.5825974, -56.0905993), (-15.5830715, -56.090133), (-15.5840426, -56.089094), (-15.5847847, -56.0882954), (-15.5861755, -56.086784), (-15.5862506, -56.0867024), (-15.5864993, -56.0864047), (-15.5867296, -56.0860993), (-15.5868717, -56.0858787)]"
246250758,yes,"[(-15.5757266, -56.1073875), (-15.5757766, -56.1074097), (-15.5758973, -56.1074513), (-15.5759845, -56.1074842), (-15.5760995, -56.1075378), (-15.5762158, -56.1076042), (-15.5763333, -56.107682), (-15.5764509, -56.1077732), (-15.5765675, -56.1078815), (-15.576714, -56.1080271), (-15.5770356, -56.1083732), (-15.5774197, -56.1087236), (-15.5776265, -56.108896), (-15.5777805, -56.1090244), (-15.5778098, -56.1090488), (-15.5778284, -56.1090643), (-15.5778696, -56.109091), (-15.578232, -56.1093257), (-15.5782737, -56.1093527), (-15.5786668, -56.1096016), (-15.5789992, -56.1098001), (-15.5792424, -56.1099451), (-15.579238, -56.1099427), (-15.5795186, -56.1101103), (-15.5798874, -56.1102827), (-15.5801616, -56.1104409), (-15.5812851, -56.1109499), (-15.5821323, -56.1113447), (-15.5826502, -56.1115919), (-15.5829119, -56.1117461), (-15.5829483, -56.1117721), (-15.5836833, -56.1122973)]"
246250759,yes,"[(-15.5785702, -56.0946552), (-15.5785269, -56.0950099), (-15.5785173, -56.0951795), (-15.5785205, -56.0953298), (-15.578545, -56.0955188), (-15.5785709, -56.0956281)]"
246250760,yes,"[(-15.5767112, -56.1009013), (-15.576905, -56.1006278), (-15.5770777, -56.1004283), (-15.5772276, -56.1002694), (-15.577364, -56.1001355), (-15.5775264, -56.0999847), (-15.5777121, -56.0998243)]"
293803155,yes,"[(-15.6262063, -56.1147898), (-15.6257969, -56.115156), (-15.6255367, -56.1153859), (-15.6251433, -56.1157501), (-15.6249194, -56.1159613), (-15.6244589, -56.1163958), (-15.6244305, -56.1164199)]"
295166250,yes,"[(-15.8206147, -55.4102018), (-15.8203822, -55.4095523), (-15.8199133, -55.4082422)]"
298877446,yes,"[(-16.4883524, -54.6476016), (-16.4894352, -54.6472825), (-16.4897148, -54.6471981), (-16.4908609, -54.647013)]"
298877447,yes,"[(-16.4883097, -54.6474617), (-16.4875122, -54.6477933), (-16.4872382, -54.6479072), (-16.4828856, -54.6499354), (-16.4806132, -54.650995)]"
305615248,no,"[(-13.066335, -55.9238224), (-13.0657997, -55.9233105)]"
305615252,no,"[(-13.0644655, -55.9219254), (-13.0642402, -55.9216967)]"
305615253,no,"[(-13.0642402, -55.9216967), (-13.0638144, -55.921267), (-13.0627698, -55.9201946)]"
305615260,no,"[(-13.0657997, -55.9233105), (-13.0650562, -55.9225305), (-13.0650218, -55.9224953), (-13.0644746, -55.9219358), (-13.0644655, -55.9219254)]"
305615270,no,"[(-13.0620162, -55.9194376), (-13.0608473, -55.9182578), (-13.0597183, -55.9171074), (-13.0595809, -55.9169674), (-13.0594014, -55.9167804), (-13.0586798, -55.9160289), (-13.0577854, -55.9151395), (-13.0577461, -55.9151002), (-13.0572842, -55.9146309), (-13.0569297, -55.9142727), (-13.0567597, -55.9141069), (-13.0565522, -55.9138942), (-13.0563175, -55.9136386), (-13.0560397, -55.9133637), (-13.0559739, -55.913296), (-13.0555933, -55.9129065), (-13.0536066, -55.9108733)]"
306031173,no,"[(-16.0399837, -54.8908668), (-16.0394126, -54.8911149), (-16.0390933, -54.8912536), (-16.0387794, -54.8913899), (-16.0385701, -54.8914808), (-16.0368443, -54.8922413), (-16.0359776, -54.8926071), (-16.0275282, -54.8962774), (-16.0266391, -54.8967137)]"
306031176,yes,"[(-15.8111712, -55.3080082), (-15.807571, -55.3026035), (-15.8072794, -55.302169), (-15.80682, -55.3014851), (-15.8064665, -55.3008387), (-15.8063787, -55.3006348), (-15.8062445, -55.3002915), (-15.8061516, -55.2999884), (-15.8060587, -55.2996773), (-15.8059735, -55.2990818), (-15.8059374, -55.2987251), (-15.8059271, -55.2984515), (-15.8059297, -55.2980175), (-15.8059754, -55.2976202), (-15.8065936, -55.2936952), (-15.8069222, -55.291689)]"
306031179,yes,"[(-15.8069222, -55.291689), (-15.8069852, -55.2912363)]"
306031180,no,"[(-16.0406366, -54.8905693), (-16.0399837, -54.8908668)]"
309747808,yes,"[(-16.204701, -54.7811896), (-16.2070462, -54.780637), (-16.2076196, -54.7805019), (-16.21081, -54.7797502)]"
309747809,yes,"[(-16.2355878, -54.7820626), (-16.2358232, -54.7820274)]"
309747810,no,"[(-16.0406366, -54.8905693), (-16.0413156, -54.8902635), (-16.0415438, -54.8901607), (-16.0428065, -54.8895919), (-16.0431402, -54.8894456), (-16.0439688, -54.8890683), (-16.0448217, -54.8886842), (-16.045636, -54.8883174), (-16.0464658, -54.8879436), (-16.0472957, -54.8875814), (-16.0475713, -54.8874611), (-16.0480956, -54.887232), (-16.0488694, -54.8868946), (-16.0498046, -54.8864838), (-16.0506384, -54.8861225), (-16.0509319, -54.8860083), (-16.0510027, -54.8859775), (-16.0521308, -54.8854874), (-16.0532459, -54.8849959), (-16.0540195, -54.884647), (-16.054363, -54.8844959), (-16.0553965, -54.8840536), (-16.0555186, -54.8839984)]"
312016789,no,"[(-15.6266502, -56.1122327), (-15.6267009, -56.1121787), (-15.6267597, -56.1121225), (-15.6268701, -56.1120111), (-15.626947, -56.111938), (-15.6269999, -56.1118957), (-15.6270626, -56.1118501), (-15.6271491, -56.1118032), (-15.6271885, -56.1117871), (-15.6272492, -56.111761), (-15.6273118, -56.1117402), (-15.6273809, -56.1117294), (-15.6274772, -56.1117187), (-15.6275921, -56.1117154), (-15.6279535, -56.1117263)]"
312016793,yes,"[(-15.626914, -56.1141756), (-15.6268081, -56.1142816), (-15.6262063, -56.1147898)]"
312016794,yes,"[(-15.6265961, -56.1124502), (-15.6265833, -56.1123901), (-15.6265889, -56.1123307), (-15.6266137, -56.1122845), (-15.6266502, -56.1122327)]"
312016795,yes,"[(-15.6284098, -56.1119967), (-15.6284074, -56.1120524), (-15.6284187, -56.1121117), (-15.6284781, -56.1122612), (-15.6284923, -56.1123081), (-15.6284988, -56.1123504), (-15.6284968, -56.1123893), (-15.6284923, -56.1124355), (-15.6284742, -56.1124919), (-15.6284503, -56.1125462), (-15.6284154, -56.1126052), (-15.6283773, -56.1126743), (-15.6280631, -56.1130149)]"
312016800,yes,"[(-15.6387051, -56.1208507), (-15.6387351, -56.1208253), (-15.6387912, -56.1207684), (-15.6388395, -56.1206948)]"
312059299,yes,"[(-15.6284098, -56.1116258), (-15.6283646, -56.1116926), (-15.6283409, -56.1117704), (-15.6283409, -56.1118521), (-15.6283646, -56.1119299), (-15.6284098, -56.1119967), (-15.6284781, -56.1120495), (-15.6285592, -56.1120763), (-15.6286443, -56.1120742), (-15.6287241, -56.1120435), (-15.6287689, -56.1120054), (-15.6288061, -56.111966)]"
312059311,yes,"[(-15.6379722, -56.1206054), (-15.6379985, -56.1206594), (-15.6380404, -56.1207453), (-15.638147, -56.1208608)]"
314803453,yes,"[(-15.5896551, -56.0822306), (-15.588676, -56.0833309)]"
315099116,yes,"[(-15.5942181, -56.1209246), (-15.5940221, -56.1209882), (-15.5938963, -56.1210337), (-15.5938069, -56.1210611), (-15.5936835, -56.121087), (-15.5935737, -56.1210897), (-15.5934458, -56.121087), (-15.5930291, -56.1209997), (-15.592781, -56.1209077), (-15.5925843, -56.1208154), (-15.5923285, -56.120656), (-15.5920821, -56.1204548), (-15.5900307, -56.118599), (-15.5896986, -56.1182951), (-15.5896066, -56.1182027), (-15.5895062, -56.1181018), (-15.5893185, -56.1179271), (-15.5885324, -56.1172217)]"
315099117,yes,"[(-15.594476, -56.121477), (-15.5945748, -56.1214545), (-15.5946723, -56.1214397), (-15.5947613, -56.1214394), (-15.5948238, -56.1214392), (-15.5949242, -56.1214437), (-15.594992, -56.1214568), (-15.595022, -56.1214626), (-15.5952277, -56.1215168), (-15.5954069, -56.1215756), (-15.5955029, -56.12161), (-15.5956, -56.1216561), (-15.5957179, -56.1217213), (-15.5958472, -56.1217969), (-15.5959492, -56.1218682), (-15.5960591, -56.1219576), (-15.5962358, -56.1221357), (-15.5966842, -56.1225877), (-15.5972297, -56.1231499), (-15.5985529, -56.1245061), (-15.5987013, -56.124652), (-15.5989233, -56.1248703), (-15.6000691, -56.1260065), (-15.6001374, -56.1260741), (-15.6001613, -56.1260965), (-15.6005527, -56.1264942), (-15.6006142, -56.1265567), (-15.6010683, -56.1270496), (-15.6012312, -56.1271896), (-15.6015287, -56.1273842)]"
315099118,yes,"[(-15.6015894, -56.1272648), (-15.60157, -56.127253), (-15.601511, -56.1272172), (-15.601406, -56.127164), (-15.601222, -56.1270106), (-15.601081, -56.1268896), (-15.6009136, -56.1267193), (-15.6007773, -56.1265805), (-15.60062, -56.1264204), (-15.5986095, -56.1243743), (-15.5981456, -56.1239104), (-15.5976058, -56.1233662), (-15.5970878, -56.1228284), (-15.5968379, -56.1226018), (-15.5964626, -56.1222048), (-15.5962101, -56.1219701), (-15.5959653, -56.1217674), (-15.595898, -56.1217157), (-15.5958065, -56.1216483), (-15.595674, -56.1215774), (-15.5955591, -56.1215168), (-15.5954144, -56.1214564), (-15.5952768, -56.1214156), (-15.595109, -56.121375), (-15.5950908, -56.1213706), (-15.595013, -56.1213502), (-15.5949541, -56.1213347), (-15.594859, -56.1212939), (-15.5947808, -56.1212432), (-15.594626, -56.1210408)]"
315099142,yes,"[(-15.5925973, -56.0798708), (-15.5941096, -56.0792406), (-15.5945436, -56.0790647)]"
315099150,yes,"[(-15.5953456, -56.0786257), (-15.5947716, -56.0788956), (-15.5944986, -56.0790175), (-15.5940984, -56.0791838), (-15.5938357, -56.0792838), (-15.5934711, -56.07943), (-15.5925809, -56.0798069)]"
315099152,yes,"[(-15.595359, -56.0786914), (-15.5956977, -56.0785587), (-15.5960555, -56.0784175)]"
315099153,yes,"[(-15.5925809, -56.0798069), (-15.5924932, -56.0798434), (-15.5923944, -56.079885), (-15.5922752, -56.0799386), (-15.5922177, -56.0799672), (-15.5919265, -56.0801634)]"
317522613,yes,"[(-16.4184371, -54.7053408), (-16.4191027, -54.7048561), (-16.4191326, -54.7048351), (-16.4192139, -54.7047781), (-16.4194606, -54.704563), (-16.4201854, -54.7038901), (-16.4202228, -54.7038554), (-16.4205033, -54.703595), (-16.4206566, -54.7034452), (-16.4208364, -54.7031639), (-16.4211091, -54.7028753), (-16.4215087, -54.7025146), (-16.4226635, -54.701472), (-16.4234533, -54.70074), (-16.4243357, -54.6999031), (-16.4249043, -54.6992245), (-16.4258341, -54.6978725), (-16.4261778, -54.6973924), (-16.4264894, -54.6970877), (-16.4266942, -54.6968595), (-16.4269361, -54.6965184), (-16.4277572, -54.6953552), (-16.4278378, -54.695241), (-16.4279185, -54.6951268), (-16.4279919, -54.6950227), (-16.4280334, -54.694964), (-16.4280534, -54.6949348), (-16.428081, -54.6948945), (-16.4281079, -54.6948552), (-16.4281484, -54.694796), (-16.4281925, -54.6947316), (-16.4282218, -54.6946888), (-16.4282275, -54.6946805), (-16.4282378, -54.694658), (-16.4283706, -54.6944392), (-16.4284727, -54.6942303), (-16.4285644, -54.6939645), (-16.4286895, -54.6937486), (-16.4288893, -54.6934791), (-16.4304314, -54.6912691), (-16.4361212, -54.6829951), (-16.4364376, -54.6825352), (-16.4369549, -54.6817943), (-16.4370714, -54.6816063), (-16.4379034, -54.6804069)]"
318505470,no,"[(-13.0513159, -55.9085767), (-13.0510728, -55.9083265), (-13.0508115, -55.9080633)]"
318505472,no,"[(-13.0678508, -55.9253247), (-13.0676961, -55.9251655), (-13.0669389, -55.9244277), (-13.0669123, -55.9244017), (-13.0663357, -55.9238231), (-13.066335, -55.9238224)]"
318505473,yes,"[(-13.0712168, -55.9287865), (-13.071192, -55.9287436), (-13.0703337, -55.9278149), (-13.0696245, -55.9271363)]"
318505474,yes,"[(-13.0815436, -55.939238), (-13.080392, -55.9380675), (-13.0801461, -55.9378176), (-13.0798954, -55.9375765), (-13.0796793, -55.9373589)]"
318505475,no,"[(-13.0781413, -55.9358067), (-13.0778911, -55.9355666), (-13.077204, -55.9348778), (-13.0762203, -55.9338661), (-13.0752915, -55.9329227), (-13.0741099, -55.931723), (-13.0731155, -55.9307059), (-13.0728034, -55.9304049), (-13.0716038, -55.9291578), (-13.0712168, -55.9287865)]"
318505477,yes,"[(-13.0796793, -55.9373589), (-13.0788213, -55.9365047), (-13.0784796, -55.9361497), (-13.0781413, -55.9358067)]"
318507306,yes,"[(-13.7937704, -56.0665235), (-13.7937806, -56.0665279), (-13.7942672, -56.0667354), (-13.7947107, -56.0669124), (-13.7950962, -56.0669875), (-13.7955807, -56.0670519), (-13.7966122, -56.0674515), (-13.7981845, -56.068144), (-13.7996811, -56.0687462), (-13.7997448, -56.0687718), (-13.8022395, -56.0697697), (-13.8044358, -56.0706595), (-13.8109309, -56.0732732), (-13.8110781, -56.0733386)]"
318507307,no,"[(-13.8640355, -56.0863692), (-13.8644007, -56.0864201), (-13.8648799, -56.0864778), (-13.8656015, -56.0865713), (-13.8657079, -56.0865851), (-13.8665152, -56.0866763), (-13.8670803, -56.0867541), (-13.8673511, -56.0867903), (-13.8677131, -56.0868345), (-13.8679917, -56.0868613), (-13.8686583, -56.0869458), (-13.8692455, -56.0870183), (-13.8695632, -56.0870571), (-13.870252, -56.087147), (-13.8706972, -56.0872047), (-13.8712128, -56.0872757), (-13.8714706, -56.087312), (-13.8726164, -56.0874648), (-13.8735929, -56.0875869), (-13.8740368, -56.0876412), (-13.8744587, -56.0876928), (-13.875814, -56.0878631), (-13.8768035, -56.0879932), (-13.8859301, -56.0891546), (-13.8873804, -56.0893437), (-13.9000815, -56.0909611), (-13.9008215, -56.0910502), (-13.9026309, -56.0912807)]"
318507309,yes,"[(-13.8612741, -56.0861316), (-13.8614461, -56.0861484), (-13.8614968, -56.0861534), (-13.8617196, -56.086167), (-13.8618266, -56.0861667), (-13.8621026, -56.0861532), (-13.8622784, -56.0861452)]"
